5,7
199.0,4.0
198.95,4.049999999999997
201.05,5.900000000000006
199.8,8.599999999999994
199.8,8.5
199.55,11.450000000000003
199.3,14.400000000000006
199.05,17.349999999999994
198.8,20.299999999999997
201.15,21.799999999999997
203.75,22.799999999999997
203.5,25.75
203.15,29.900000000000006
202.9,32.849999999999994
202.55,37.0
202.2,41.15
199.65,42.3
196.9,42.9
194.35,44.05
191.6,44.65
189.05,45.8
186.3,46.4
183.75,47.55
181.0,48.15
178.45,49.3
175.7,49.9
173.15,51.05
170.4,51.65
167.85,52.8
165.1,53.4
162.55,54.55
159.8,55.15
157.25,56.3
154.5,56.9
151.95,58.05
149.2,58.65
146.65,59.8
143.9,60.4
141.35,61.55
139.0,63.5
139.05,63.55
138.65,60.8
142.45,59.05
146.25,57.3
150.05,55.55
149.95,55.55
152.9,55.3
155.85,55.05
158.8,54.8
161.75,54.55
164.7,54.3
167.65,54.05
171.8,53.7
175.95,53.35
180.1,53.0
184.25,52.65
188.4,52.3
192.55,51.95
196.7,51.6
200.85,51.25
205.0,50.9
209.15,50.55
209.1,50.5
212.0,51.3
214.9,52.1
217.8,52.9
221.85,54.0
224.75,54.8
228.8,55.9
232.85,57.0
235.75,57.8
239.8,58.9
243.85,60.0
246.75,60.8
250.8,61.9
253.7,62.7
256.6,63.5
259.5,64.3
264.0,63.5
265.35,61.05
262.4,58.1
262.5,58.15
259.8,56.9
257.1,55.65
254.4,54.4
251.7,53.15
249.0,51.9
246.3,50.65
242.5,48.9
238.7,47.15
236.0,45.9
232.2,44.15
229.5,42.9
225.7,41.15
225.55,38.35
225.95,35.6
225.8,32.8
226.2,30.049999999999997
226.05,27.25
226.45,24.5
226.3,21.700000000000003
230.2,20.25
230.45,19.900000000000006
231.0,17.150000000000006
235.15,16.799999999999997
239.3,16.450000000000003
243.45,16.099999999999994
246.4,15.849999999999994
250.55,15.5
253.5,15.25
257.65,14.900000000000006
260.6,14.650000000000006
264.0,13.5
263.95,13.549999999999997
264.35,10.799999999999997
261.65,9.549999999999997
257.85,7.799999999999997
254.05,6.049999999999997
251.8,7.700000000000003
251.7,8.150000000000006
247.6,7.450000000000003
243.5,6.75
240.55,6.25
237.6,5.75
234.65,5.25
231.7,4.75
228.75,4.25
225.8,3.75
222.85,3.25
219.9,2.75
220.0,2.75
217.05,3.299999999999997
214.1,3.8499999999999943
211.15,4.400000000000006
207.05,5.150000000000006
202.95,5.900000000000006
