5,7
0.0,0.0
0.009999999999999431,-0.034999999999999434
-0.025,-0.025
0.6299999999999997,-0.025
0.6400000000000006,0.009999999999999431
0.5849999999999994,-0.6450000000000002
0.5049999999999997,-1.5599999999999994
0.425,-2.475
0.3450000000000003,-3.3900000000000006
0.3400000000000006,-3.4200000000000004
-0.07999999999999971,-3.925
-0.6700000000000003,-4.63
-0.6900000000000006,-4.654999999999999
-1.325,-4.825
-1.9599999999999995,-4.995
-2.85,-5.235
-3.4849999999999994,-5.404999999999999
-4.12,-5.575
-4.755,-5.745
-5.6450000000000005,-5.985
-5.9,-6.35
-5.93,-6.35
-6.005,-6.404999999999999
-5.37,-6.235
-4.735,-6.0649999999999995
-4.1,-5.8950000000000005
-3.4650000000000007,-5.725
-2.575,-5.485
-1.6849999999999994,-5.245
-0.7950000000000003,-5.005
0.09500000000000028,-4.765
0.9849999999999994,-4.525
1.0150000000000006,-4.515
1.8799999999999997,-4.83
2.745,-5.1450000000000005
3.6099999999999994,-5.46
4.475,-5.775
5.340000000000001,-6.09
6.205000000000001,-6.404999999999999
6.6,-6.35
6.609999999999999,-6.385
6.530000000000001,-5.470000000000001
6.56,-5.455
5.915000000000001,-5.57
5.885,-5.575
5.290000000000001,-5.3
4.6949999999999985,-5.025
4.1,-4.75
3.5050000000000012,-4.475
3.4800000000000013,-4.46
3.0199999999999987,-3.665
3.0050000000000012,-3.6399999999999997
3.0849999999999995,-2.725
3.0900000000000007,-2.6950000000000003
3.680000000000001,-1.9900000000000007
3.7,-1.9650000000000005
4.590000000000001,-1.725
5.225,-1.5549999999999997
6.115,-1.3150000000000006
6.6,-1.35
6.630000000000001,-1.2599999999999993
6.209999999999999,-1.7650000000000006
6.19,-1.7900000000000005
5.5550000000000015,-1.9599999999999995
5.525,-1.9700000000000002
4.659999999999999,-1.6549999999999998
4.044999999999999,-1.4299999999999997
3.430000000000001,-1.2049999999999996
2.5650000000000004,-0.8900000000000006
1.7,-0.575
0.8349999999999994,-0.25999999999999945
0.22000000000000028,-0.034999999999999434
